plotcode,visit,lulc,phase,date,season,common_name,scientific_name,family,order,cue,individual
B7,4,bamboo,2,11/03/2022,post-winter,Streak-breasted Scimitar Babbler,Pomatorhinus ruficollis,Timaliidae,Passeriformes,sight,1
B7,4,bamboo,2,11/03/2022,post-winter,White-gorgeted Flycatcher,Anthipes monileger,Muscicapidae,Passeriformes,call,1
B7,4,bamboo,2,11/03/2022,post-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,call,1
B8,4,bamboo,2,11/03/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B8,4,bamboo,2,11/03/2022,post-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,sight,1
B8,4,bamboo,2,11/03/2022,post-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,1
B8,4,bamboo,2,11/03/2022,post-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,2
B5,3,bamboo,2,12/03/2022,post-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
B5,3,bamboo,2,12/03/2022,post-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
B5,3,bamboo,2,12/03/2022,post-winter,Grey-bellied Tesia,Tesia cyaniventer,Scotocercidae,Passeriformes,call,1
B5,3,bamboo,2,12/03/2022,post-winter,Himalayan Bluetail,Tarsiger rufilatus,Muscicapidae,Passeriformes,call,1
B5,3,bamboo,2,12/03/2022,post-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
B5,3,bamboo,2,12/03/2022,post-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,1
B5,3,bamboo,2,12/03/2022,post-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
B5,3,bamboo,2,12/03/2022,post-winter,White-gorgeted Flycatcher,Anthipes monileger,Muscicapidae,Passeriformes,call,1
B5,3,bamboo,2,12/03/2022,post-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
B6,3,bamboo,2,12/03/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B6,3,bamboo,2,12/03/2022,post-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
B6,3,bamboo,2,12/03/2022,post-winter,Chestnut-headed Tesia,Cettia castaneocoronata,Scotocercidae,Passeriformes,call,2
B6,3,bamboo,2,12/03/2022,post-winter,Himalayan Bluetail,Tarsiger rufilatus,Muscicapidae,Passeriformes,call,1
B6,3,bamboo,2,12/03/2022,post-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,1
F4,4,forest,2,13/03/2022,post-winter,Ashy Drongo,Dicrurus leucophaeus,Dicruridae,Passeriformes,sight,2
F4,4,forest,2,13/03/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F4,4,forest,2,13/03/2022,post-winter,Blue Whistling-Thrush,Myophonus caeruleus,Muscicapidae,Passeriformes,call,2
F4,4,forest,2,13/03/2022,post-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
F4,4,forest,2,13/03/2022,post-winter,Broad-billed Warbler,Tickellia hodgsoni,Scotocercidae,Passeriformes,sight,1
F4,4,forest,2,13/03/2022,post-winter,Chestnut-crowned Warbler,Phylloscopus castaniceps,Phylloscopidae,Passeriformes,call,1
F4,4,forest,2,13/03/2022,post-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F4,4,forest,2,13/03/2022,post-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,call,1
F4,4,forest,2,13/03/2022,post-winter,Grey-chinned Minivet,Pericrocotus solaris,Campephagidae,Passeriformes,sight,3
B2,3,bamboo,2,22/02/2022,post-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,call,1
F4,4,forest,2,13/03/2022,post-winter,Orange-bellied Leafbird,Chloropsis hardwickii,Chloropseidae,Passeriformes,call,1
F4,4,forest,2,13/03/2022,post-winter,Rufous-winged Fulvetta,Schoeniparus castaneceps,Pellorneidae,Passeriformes,call,1
F4,4,forest,2,13/03/2022,post-winter,Sikkim Wedge-billed Babbler,Stachyris humei,Timaliidae,Passeriformes,sight,1
F4,4,forest,2,13/03/2022,post-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
F4,4,forest,2,13/03/2022,post-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,sight,1
F4,4,forest,2,13/03/2022,post-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
F4,4,forest,2,13/03/2022,post-winter,Yellow-bellied Warbler,Abroscopus superciliaris,Scotocercidae,Passeriformes,call,1
F4,4,forest,2,13/03/2022,post-winter,Yellow-billed Blue-Magpie,Urocissa flavirostris,Corvidae,Passeriformes,call,1
F7,4,forest,2,13/03/2022,post-winter,Ashy Drongo,Dicrurus leucophaeus,Dicruridae,Passeriformes,call,1
F7,4,forest,2,13/03/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F7,4,forest,2,13/03/2022,post-winter,Black-throated Sunbird,Aethopyga saturata,Nectariniidae,Passeriformes,sight,1
F7,4,forest,2,13/03/2022,post-winter,Himalayan Bluetail,Tarsiger rufilatus,Muscicapidae,Passeriformes,call,1
F7,4,forest,2,13/03/2022,post-winter,Lemon-rumped Warbler,Phylloscopus chloronotus,Phylloscopidae,Passeriformes,call,1
F7,4,forest,2,13/03/2022,post-winter,Mountain Bulbul,Ixos mcclellandii,Pycnonotidae,Passeriformes,sight,5
F7,4,forest,2,13/03/2022,post-winter,Orange-bellied Leafbird,Chloropsis hardwickii,Chloropseidae,Passeriformes,sight,1
F7,4,forest,2,13/03/2022,post-winter,Pygmy Cupwing,Pnoepyga pusilla,Pnoepygidae,Passeriformes,call,1
F7,4,forest,2,13/03/2022,post-winter,Spotted Elachura,Elachura formosa,Elachuridae,Passeriformes,call,1
J8,4,jhum,2,13/03/2022,post-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
A6,3,abandoned,2,14/03/2022,post-winter,Brownish-flanked Bush Warbler,Horornis fortipes,Scotocercidae,Passeriformes,call,1
A6,3,abandoned,2,14/03/2022,post-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,sight,2
A7,3,abandoned,2,14/03/2022,post-winter,Brownish-flanked Bush Warbler,Horornis fortipes,Scotocercidae,Passeriformes,call,1
A7,3,abandoned,2,14/03/2022,post-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,call,1
A7,3,abandoned,2,14/03/2022,post-winter,Rufous-breasted Accentor,Prunella strophiata,Prunellidae,Passeriformes,sight,1
A8,3,abandoned,2,14/03/2022,post-winter,Chestnut-headed Tesia,Cettia castaneocoronata,Scotocercidae,Passeriformes,call,1
A8,3,abandoned,2,14/03/2022,post-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
A3,3,abandoned,2,15/03/2022,post-winter,Aberrant Bush Warbler,Horornis flavolivaceus,Scotocercidae,Passeriformes,sight,1
A3,3,abandoned,2,15/03/2022,post-winter,Blue-fronted Redstart,Phoenicurus frontalis,Muscicapidae,Passeriformes,sight,1
A3,3,abandoned,2,15/03/2022,post-winter,Rufous-breasted Accentor,Prunella strophiata,Prunellidae,Passeriformes,sight,1
A4,3,abandoned,2,15/03/2022,post-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,call,1
J2,3,jhum,2,15/03/2022,post-winter,Black Redstart,Phoenicurus ochruros,Muscicapidae,Passeriformes,sight,1
J3,3,jhum,2,15/03/2022,post-winter,White-collared Blackbird,Turdus albocinctus,Turdidae,Passeriformes,sight,2
A5,4,abandoned,2,18/03/2022,post-winter,Black Redstart,Phoenicurus ochruros,Muscicapidae,Passeriformes,sight,1
A5,4,abandoned,2,18/03/2022,post-winter,Brownish-flanked Bush Warbler,Horornis fortipes,Scotocercidae,Passeriformes,call,1
A5,4,abandoned,2,18/03/2022,post-winter,Little Bunting,Emberiza pusilla,Emberizidae,Passeriformes,sight,4
J4,4,jhum,2,18/03/2022,post-winter,Blue Whistling-Thrush,Myophonus caeruleus,Muscicapidae,Passeriformes,sight,1
J4,4,jhum,2,18/03/2022,post-winter,Blue-fronted Redstart,Phoenicurus frontalis,Muscicapidae,Passeriformes,sight,1
J4,4,jhum,2,18/03/2022,post-winter,Grey Bushchat,Saxicola ferreus,Muscicapidae,Passeriformes,sight,2
J4,4,jhum,2,18/03/2022,post-winter,Hodgson's Redstart,Phoenicurus hodgsoni,Muscicapidae,Passeriformes,sight,1
J4,4,jhum,2,18/03/2022,post-winter,Olive-backed Pipit,Anthus hodgsoni,Motacillidae,Passeriformes,sight,1
J4,4,jhum,2,18/03/2022,post-winter,Red-throated Thrush,Turdus ruficollis,Turdidae,Passeriformes,sight,1
J4,4,jhum,2,18/03/2022,post-winter,Rufous-breasted Accentor,Prunella strophiata,Prunellidae,Passeriformes,sight,1
J5,4,jhum,2,18/03/2022,post-winter,Black Redstart,Phoenicurus ochruros,Muscicapidae,Passeriformes,sight,1
J5,4,jhum,2,18/03/2022,post-winter,Blue-fronted Redstart,Phoenicurus frontalis,Muscicapidae,Passeriformes,sight,1
B5,4,bamboo,2,19/03/2022,post-winter,Black-faced Laughingthrush,Trochalopteron affine,Leiotrichidae,Passeriformes,call,1
B5,4,bamboo,2,19/03/2022,post-winter,Brownish-flanked Bush Warbler,Horornis fortipes,Scotocercidae,Passeriformes,call,1
B5,4,bamboo,2,19/03/2022,post-winter,Grey-bellied Tesia,Tesia cyaniventer,Scotocercidae,Passeriformes,call,1
B5,4,bamboo,2,19/03/2022,post-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B5,4,bamboo,2,19/03/2022,post-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
B5,4,bamboo,2,19/03/2022,post-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,1
B6,4,bamboo,2,19/03/2022,post-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
B6,4,bamboo,2,19/03/2022,post-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
B6,4,bamboo,2,19/03/2022,post-winter,Brownish-flanked Bush Warbler,Horornis fortipes,Scotocercidae,Passeriformes,call,1
B6,4,bamboo,2,19/03/2022,post-winter,Golden Babbler,Cyanoderma chrysaeum,Timaliidae,Passeriformes,call,1
B6,4,bamboo,2,19/03/2022,post-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
B6,4,bamboo,2,19/03/2022,post-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,sight,1
B6,4,bamboo,2,19/03/2022,post-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,sight,1
B6,4,bamboo,2,19/03/2022,post-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,1
A6,4,abandoned,2,23/03/2022,post-winter,Bar-winged Flycatcher-shrike,Hemipus picatus,Vangidae,Passeriformes,sight,5
A6,4,abandoned,2,23/03/2022,post-winter,Brownish-flanked Bush Warbler,Horornis fortipes,Scotocercidae,Passeriformes,call,2
A7,4,abandoned,2,23/03/2022,post-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,call,1
A7,4,abandoned,2,23/03/2022,post-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
A8,4,abandoned,2,23/03/2022,post-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,sight,4
A3,4,abandoned,2,25/03/2022,post-winter,Blue-fronted Redstart,Phoenicurus frontalis,Muscicapidae,Passeriformes,sight,1
A3,4,abandoned,2,25/03/2022,post-winter,Grey-backed Shrike,Lanius tephronotus,Laniidae,Passeriformes,sight,1
A3,4,abandoned,2,25/03/2022,post-winter,Rufous-breasted Accentor,Prunella strophiata,Prunellidae,Passeriformes,sight,2
A4,4,abandoned,2,25/03/2022,post-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,call,2
J2,4,jhum,2,25/03/2022,post-winter,Blue-fronted Redstart,Phoenicurus frontalis,Muscicapidae,Passeriformes,sight,1
J2,4,jhum,2,25/03/2022,post-winter,Red-throated Thrush,Turdus ruficollis,Turdidae,Passeriformes,sight,1
J3,4,jhum,2,25/03/2022,post-winter,Oriental Turtle-Dove,Streptopelia orientalis,Columbidae,Columbiformes,sight,4
J3,4,jhum,2,25/03/2022,post-winter,Rufous-breasted Accentor,Prunella strophiata,Prunellidae,Passeriformes,sight,5
B5,7,bamboo,4,19/02/2023,post-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
J6,5,jhum,3,31/10/2022,pre-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,sight,2
J6,5,jhum,3,31/10/2022,pre-winter,Scaly-breasted Munia,Lonchura punctulata,Estrildidae,Passeriformes,sight,3
J7,5,jhum,3,31/10/2022,pre-winter,Little Bunting,Emberiza pusilla,Emberizidae,Passeriformes,sight,1
F5,5,forest,3,01/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F5,5,forest,3,01/11/2022,pre-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
F5,5,forest,3,01/11/2022,pre-winter,Black Bulbul,Hypsipetes leucocephalus,Pycnonotidae,Passeriformes,call,1
F5,5,forest,3,01/11/2022,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,sight,1
F5,5,forest,3,01/11/2022,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
F5,5,forest,3,01/11/2022,pre-winter,Himalayan Bluetail,Tarsiger rufilatus,Muscicapidae,Passeriformes,call,1
F3,3,forest,2,24/02/2022,post-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,call,1
F5,5,forest,3,01/11/2022,pre-winter,Scarlet-backed Flowerpecker,Dicaeum cruentatum,Dicaeidae,Passeriformes,call,1
F6,5,forest,3,01/11/2022,pre-winter,Ashy Drongo,Dicrurus leucophaeus,Dicruridae,Passeriformes,sight,1
F6,5,forest,3,01/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,sight,1
F6,5,forest,3,01/11/2022,pre-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,sight,2
F6,5,forest,3,01/11/2022,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
F6,5,forest,3,01/11/2022,pre-winter,Grey-hooded Warbler,Phylloscopus xanthoschistos,Phylloscopidae,Passeriformes,sight,1
F6,5,forest,3,01/11/2022,pre-winter,NA,NA,NA,NA,call,1
A2,5,abandoned,3,02/11/2022,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,sight,3
A2,5,abandoned,3,02/11/2022,pre-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
A2,5,abandoned,3,02/11/2022,pre-winter,White-rumped Munia,Lonchura striata,Estrildidae,Passeriformes,sight,5
B2,5,bamboo,3,02/11/2022,pre-winter,Common Green Magpie,Cissa chinensis,Corvidae,Passeriformes,call,1
B2,5,bamboo,3,02/11/2022,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
B2,5,bamboo,3,02/11/2022,pre-winter,Grey-bellied Tesia,Tesia cyaniventer,Scotocercidae,Passeriformes,call,1
B2,5,bamboo,3,02/11/2022,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B2,5,bamboo,3,02/11/2022,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
B2,5,bamboo,3,02/11/2022,pre-winter,Striated Laughingthrush,Grammatoptila striata,Leiotrichidae,Passeriformes,call,1
B6,7,bamboo,4,19/02/2023,post-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
B2,5,bamboo,3,02/11/2022,pre-winter,White-gorgeted Flycatcher,Anthipes monileger,Muscicapidae,Passeriformes,call,1
J1,5,jhum,3,02/11/2022,pre-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,sight,1
J1,5,jhum,3,02/11/2022,pre-winter,Little Bunting,Emberiza pusilla,Emberizidae,Passeriformes,sight,1
J1,5,jhum,3,02/11/2022,pre-winter,Pale-footed Bush Warbler,Hemitesia pallidipes,Scotocercidae,Passeriformes,sight,2
J1,5,jhum,3,02/11/2022,pre-winter,Scaly-breasted Munia,Lonchura punctulata,Estrildidae,Passeriformes,sight,2
A1,5,abandoned,3,03/11/2022,pre-winter,Scaly-breasted Munia,Lonchura punctulata,Estrildidae,Passeriformes,call,1
B1,5,bamboo,3,03/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B1,5,bamboo,3,03/11/2022,pre-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
B1,5,bamboo,3,03/11/2022,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B1,5,bamboo,3,03/11/2022,pre-winter,Himalayan Bluetail,Tarsiger rufilatus,Muscicapidae,Passeriformes,call,1
B1,5,bamboo,3,03/11/2022,pre-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,1
B1,5,bamboo,3,03/11/2022,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
B1,5,bamboo,3,03/11/2022,pre-winter,Striated Laughingthrush,Grammatoptila striata,Leiotrichidae,Passeriformes,call,1
B3,5,bamboo,3,03/11/2022,pre-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
B3,5,bamboo,3,03/11/2022,pre-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,call,1
B3,5,bamboo,3,03/11/2022,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
B3,5,bamboo,3,03/11/2022,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B3,5,bamboo,3,03/11/2022,pre-winter,Rufous-necked Laughingthrush,Pterorhinus ruficollis,Leiotrichidae,Passeriformes,call,1
B3,5,bamboo,3,03/11/2022,pre-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
B4,5,bamboo,3,04/11/2022,pre-winter,Ashy Drongo,Dicrurus leucophaeus,Dicruridae,Passeriformes,call,1
B4,5,bamboo,3,04/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B4,5,bamboo,3,04/11/2022,pre-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
B4,5,bamboo,3,04/11/2022,pre-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,call,1
B4,5,bamboo,3,04/11/2022,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
B4,5,bamboo,3,04/11/2022,pre-winter,Grey-bellied Tesia,Tesia cyaniventer,Scotocercidae,Passeriformes,call,1
B4,5,bamboo,3,04/11/2022,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B4,5,bamboo,3,04/11/2022,pre-winter,Himalayan Bluetail,Tarsiger rufilatus,Muscicapidae,Passeriformes,call,1
B4,5,bamboo,3,04/11/2022,pre-winter,Large Niltava,Niltava grandis,Muscicapidae,Passeriformes,call,1
B4,5,bamboo,3,04/11/2022,pre-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,1
B4,5,bamboo,3,04/11/2022,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
B4,5,bamboo,3,04/11/2022,pre-winter,Streak-breasted Scimitar Babbler,Pomatorhinus ruficollis,Timaliidae,Passeriformes,call,1
B1,7,bamboo,4,24/02/2023,post-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
B4,5,bamboo,3,04/11/2022,pre-winter,Yellow-bellied Warbler,Abroscopus superciliaris,Scotocercidae,Passeriformes,sight,6
F2,5,forest,3,04/11/2022,pre-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F2,5,forest,3,04/11/2022,pre-winter,Bar-winged Flycatcher-Shrike,Hemipus picatus,Vangidae,Passeriformes,sight,2
F2,5,forest,3,04/11/2022,pre-winter,Common Green Magpie,Cissa chinensis,Corvidae,Passeriformes,call,1
F2,5,forest,3,04/11/2022,pre-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F2,5,forest,3,04/11/2022,pre-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
F2,5,forest,3,04/11/2022,pre-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
F2,5,forest,3,04/11/2022,pre-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
F2,5,forest,3,04/11/2022,pre-winter,Whiskered Yuhina,Yuhina flavicollis,Zosteropidae,Passeriformes,sight,4
F2,5,forest,3,04/11/2022,pre-winter,White-gorgeted Flycatcher,Anthipes monileger,Muscicapidae,Passeriformes,call,1
F2,5,forest,3,04/11/2022,pre-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,call,1
F2,5,forest,3,04/11/2022,pre-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
A5,5,abandoned,3,05/11/2022,pre-winter,Grey Bushchat,Saxicola ferreus,Muscicapidae,Passeriformes,call,1
A5,5,abandoned,3,05/11/2022,pre-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
A5,5,abandoned,3,05/11/2022,pre-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,call,2
A5,5,abandoned,3,05/11/2022,pre-winter,Scaly-breasted Munia,Lonchura punctulata,Estrildidae,Passeriformes,call,1
J4,5,jhum,3,05/11/2022,pre-winter,Daurian Redstart,Phoenicurus auroreus,Muscicapidae,Passeriformes,sight,2
J4,5,jhum,3,05/11/2022,pre-winter,Grey Bushchat,Saxicola ferreus,Muscicapidae,Passeriformes,sight,2
J5,5,jhum,3,05/11/2022,pre-winter,Daurian Redstart,Phoenicurus auroreus,Muscicapidae,Passeriformes,sight,2
J5,5,jhum,3,05/11/2022,pre-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,sight,1
J5,5,jhum,3,05/11/2022,pre-winter,Little Bunting,Emberiza pusilla,Emberizidae,Passeriformes,sight,1
J6,6,jhum,3,07/11/2022,pre-winter,NA,NA,NA,NA,NA,NA
J7,6,jhum,3,07/11/2022,pre-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,call,1
J7,6,jhum,3,07/11/2022,pre-winter,Little Bunting,Emberiza pusilla,Emberizidae,Passeriformes,sight,1
