plotcode,visit,lulc,phase,date,season,common_name,scientific_name,family,order,cue,individual
B3,3,bamboo,2,22/02/2022,post-winter,Black-crowned Scimitar Babbler,Pomatorhinus ferruginosus,Timaliidae,Passeriformes,call,1
B3,3,bamboo,2,22/02/2022,post-winter,Broad-billed Warbler,Tickellia hodgsoni,Scotocercidae,Passeriformes,sight,1
B3,3,bamboo,2,22/02/2022,post-winter,Brownish-flanked Bush Warbler,Horornis fortipes,Scotocercidae,Passeriformes,call,1
B3,3,bamboo,2,22/02/2022,post-winter,Grey-bellied Tesia,Tesia cyaniventer,Scotocercidae,Passeriformes,call,1
B3,3,bamboo,2,22/02/2022,post-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
B3,3,bamboo,2,22/02/2022,post-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,sight,1
F8,5,forest,3,15/11/2022,pre-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
B3,3,bamboo,2,22/02/2022,post-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,sight,1
F3,3,forest,2,24/02/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F3,3,forest,2,24/02/2022,post-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
F3,3,forest,2,24/02/2022,post-winter,Collared Treepie,Dendrocitta frontalis,Corvidae,Passeriformes,sight,2
F3,3,forest,2,24/02/2022,post-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F3,3,forest,2,24/02/2022,post-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
B4,2,bamboo,1,02/12/2021,pre-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,call,1
F3,5,forest,3,16/11/2022,pre-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
F8,3,forest,2,24/02/2022,post-winter,Ashy Drongo,Dicrurus leucophaeus,Dicruridae,Passeriformes,call,1
F8,3,forest,2,24/02/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F8,3,forest,2,24/02/2022,post-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F8,3,forest,2,24/02/2022,post-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,call,1
F8,3,forest,2,24/02/2022,post-winter,White-bellied Erpornis,Erpornis zantholeuca,Vireonidae,Passeriformes,call,1
F5,3,forest,2,25/02/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F5,3,forest,2,25/02/2022,post-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
F5,3,forest,2,25/02/2022,post-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F5,3,forest,2,25/02/2022,post-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,sight,2
F5,3,forest,2,25/02/2022,post-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
F5,3,forest,2,25/02/2022,post-winter,Himalayan Cutia,Cutia nipalensis,Leiothrichidae,Passeriformes,sight,2
F5,3,forest,2,25/02/2022,post-winter,Orange-bellied Leafbird,Chloropsis hardwickii,Chloropseidae,Passeriformes,call,1
F5,3,forest,2,25/02/2022,post-winter,Sikkim Treecreeper,Certhia discolor,Certhiidae,Passeriformes,call,1
F5,3,forest,2,25/02/2022,post-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,sight,1
F6,3,forest,2,25/02/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F6,3,forest,2,25/02/2022,post-winter,Black-throated Sunbird,Aethopyga saturata,Nectariniidae,Passeriformes,call,1
F6,3,forest,2,25/02/2022,post-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F6,3,forest,2,25/02/2022,post-winter,Lesser racket-tailed Drongo,Dicrurus remifer,Dicruridae,Passeriformes,call,1
F6,3,forest,2,25/02/2022,post-winter,Speckled Wood-Pigeon,Columba hodgsonii,Columbidae,Columbiformes,call,1
F6,3,forest,2,25/02/2022,post-winter,Whiskered Yuhina,Yuhina flavicollis,Zosteropidae,Passeriformes,sight,5
F6,3,forest,2,25/02/2022,post-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
J1,4,jhum,2,26/02/2022,post-winter,Blue-fronted Redstart,Phoenicurus frontalis,Muscicapidae,Passeriformes,sight,2
J1,4,jhum,2,26/02/2022,post-winter,Rufous-breasted Accentor,Prunella strophiata,Prunellidae,Passeriformes,sight,5
J6,4,jhum,2,26/02/2022,post-winter,Black Redstart,Phoenicurus ochruros,Muscicapidae,Passeriformes,sight,1
J6,4,jhum,2,26/02/2022,post-winter,Red-throated Thrush,Turdus ruficollis,Turdidae,Passeriformes,sight,1
B7,5,bamboo,3,19/11/2022,pre-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
J7,4,jhum,2,26/02/2022,post-winter,Blue-fronted Redstart,Phoenicurus frontalis,Muscicapidae,Passeriformes,call,1
J7,4,jhum,2,26/02/2022,post-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,sight,2
B4,3,bamboo,2,27/02/2022,post-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,2
F2,3,forest,2,27/02/2022,post-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F2,3,forest,2,27/02/2022,post-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
F2,3,forest,2,27/02/2022,post-winter,Grey-hooded Warbler,Phylloscopus xanthoschistos,Phylloscopidae,Passeriformes,call,1
F5,2,forest,1,02/12/2021,pre-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,call,1
F2,3,forest,2,27/02/2022,post-winter,Scarlet-backed Flowerpecker,Dicaeum cruentatum,Dicaeidae,Passeriformes,call,1
F2,3,forest,2,27/02/2022,post-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,sight,1
F1,3,forest,2,02/03/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F1,3,forest,2,02/03/2022,post-winter,Black Bulbul,Hypsipetes leucocephalus,Pycnonotidae,Passeriformes,call,1
F1,3,forest,2,02/03/2022,post-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F1,3,forest,2,02/03/2022,post-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,call,1
F1,3,forest,2,02/03/2022,post-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
F1,3,forest,2,02/03/2022,post-winter,Lemon-rumped Warbler,Phylloscopus chloronotus,Phylloscopidae,Passeriformes,call,1
F4,1,forest,1,10/12/2021,pre-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,call,1
F1,3,forest,2,02/03/2022,post-winter,Streak-breasted Scimitar Babbler,Pomatorhinus ruficollis,Timaliidae,Passeriformes,call,1
B6,6,bamboo,3,21/11/2022,pre-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
B4,4,bamboo,2,02/03/2022,post-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B4,4,bamboo,2,02/03/2022,post-winter,Himalayan Bluetail,Tarsiger rufilatus,Muscicapidae,Passeriformes,call,1
B4,4,bamboo,2,02/03/2022,post-winter,White-gorgeted Flycatcher,Anthipes monileger,Muscicapidae,Passeriformes,call,1
F1,3,forest,2,02/03/2022,post-winter,Black-eared Shrike-Babbler,Pteruthius melanotis,Vireonidae,Passeriformes,sight,1
F1,3,forest,2,02/03/2022,post-winter,Striated Laughingthrush,Grammatoptila striata,Leiotrichidae,Passeriformes,sight,1
F1,3,forest,2,02/03/2022,post-winter,White-bellied Erpornis,Erpornis zantholeuca,Vireonidae,Passeriformes,sight,1
F1,3,forest,2,02/03/2022,post-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,sight,1
A1,3,abandoned,2,03/03/2022,post-winter,Dark-breasted Rosefinch,Procarduelis nipalensis,Fringillidae,Passeriformes,sight,4
A1,3,abandoned,2,03/03/2022,post-winter,Grey-sided Bush Warbler,Cettia brunnifrons,Scotocercidae,Passeriformes,sight,1
A2,4,abandoned,2,03/03/2022,post-winter,Dark-breasted Rosefinch,Procarduelis nipalensis,Fringillidae,Passeriformes,sight,3
A2,4,abandoned,2,03/03/2022,post-winter,Hill Prinia,Prinia superciliaris,Cisticolidae,Passeriformes,call,1
B2,4,bamboo,2,03/03/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B2,4,bamboo,2,03/03/2022,post-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
B2,4,bamboo,2,03/03/2022,post-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,call,1
B2,4,bamboo,2,03/03/2022,post-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B2,4,bamboo,2,03/03/2022,post-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
B2,4,bamboo,2,03/03/2022,post-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,1
B2,4,bamboo,2,03/03/2022,post-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
B2,4,bamboo,2,03/03/2022,post-winter,Striated Laughingthrush,Grammatoptila striata,Leiotrichidae,Passeriformes,call,1
B2,4,bamboo,2,03/03/2022,post-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,call,1
B3,4,bamboo,2,03/03/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B3,4,bamboo,2,03/03/2022,post-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
B3,4,bamboo,2,03/03/2022,post-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
B3,4,bamboo,2,03/03/2022,post-winter,Grey-bellied Tesia,Tesia cyaniventer,Scotocercidae,Passeriformes,call,1
B3,4,bamboo,2,03/03/2022,post-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,sight,1
B3,4,bamboo,2,03/03/2022,post-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,sight,2
B3,4,bamboo,2,03/03/2022,post-winter,Streak-breasted Scimitar Babbler,Pomatorhinus ruficollis,Timaliidae,Passeriformes,call,1
F3,6,forest,3,23/11/2022,pre-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
B3,4,bamboo,2,03/03/2022,post-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
B3,4,bamboo,2,03/03/2022,post-winter,Yellow-bellied Warbler,Abroscopus superciliaris,Scotocercidae,Passeriformes,sight,2
B1,3,bamboo,2,04/03/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B1,3,bamboo,2,04/03/2022,post-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
B1,3,bamboo,2,04/03/2022,post-winter,Black-crowned Scimitar Babbler,Pomatorhinus ferruginosus,Timaliidae,Passeriformes,call,1
B1,3,bamboo,2,04/03/2022,post-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,call,1
B1,3,bamboo,2,04/03/2022,post-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,sight,1
B1,3,bamboo,2,04/03/2022,post-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,1
B3,2,bamboo,1,15/12/2021,pre-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,call,1
B1,3,bamboo,2,04/03/2022,post-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,2
B7,3,bamboo,2,04/03/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B7,3,bamboo,2,04/03/2022,post-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,sight,2
B7,3,bamboo,2,04/03/2022,post-winter,Speckled Piculet,Picumnus innominatus,Picidae,Piciformes,sight,1
B7,3,bamboo,2,04/03/2022,post-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
B7,3,bamboo,2,04/03/2022,post-winter,Grey-bellied Tesia,Tesia cyaniventer,Scotocercidae,Passeriformes,call,1
B7,3,bamboo,2,04/03/2022,post-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B7,3,bamboo,2,04/03/2022,post-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
B7,3,bamboo,2,04/03/2022,post-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,1
B7,3,bamboo,2,04/03/2022,post-winter,Pygmy Cupwing,Pnoepyga pusilla,Pnoepygidae,Passeriformes,call,1
B7,3,bamboo,2,04/03/2022,post-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
B7,3,bamboo,2,04/03/2022,post-winter,White-gorgeted Flycatcher,Anthipes monileger,Muscicapidae,Passeriformes,call,1
B7,3,bamboo,2,04/03/2022,post-winter,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes,call,1
B7,3,bamboo,2,04/03/2022,post-winter,Yellow-bellied Warbler,Abroscopus superciliaris,Scotocercidae,Passeriformes,call,1
B8,3,bamboo,2,04/03/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B8,3,bamboo,2,04/03/2022,post-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B8,3,bamboo,2,04/03/2022,post-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,sight,1
B8,3,bamboo,2,04/03/2022,post-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
B8,3,bamboo,2,04/03/2022,post-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
F4,3,forest,2,05/03/2022,post-winter,Ashy Drongo,Dicrurus leucophaeus,Dicruridae,Passeriformes,call,1
F4,3,forest,2,05/03/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F4,3,forest,2,05/03/2022,post-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
F4,3,forest,2,05/03/2022,post-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
F4,3,forest,2,05/03/2022,post-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F4,3,forest,2,05/03/2022,post-winter,Lemon-rumped Warbler,Phylloscopus chloronotus,Phylloscopidae,Passeriformes,call,1
F4,3,forest,2,05/03/2022,post-winter,Orange-bellied Leafbird,Chloropsis hardwickii,Chloropseidae,Passeriformes,call,1
F4,3,forest,2,05/03/2022,post-winter,Speckled Wood-Pigeon,Columba hodgsonii,Columbidae,Columbiformes,sight,1
F4,3,forest,2,05/03/2022,post-winter,White-gorgeted Flycatcher,Anthipes monileger,Muscicapidae,Passeriformes,call,1
F4,3,forest,2,05/03/2022,post-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
F7,3,forest,2,05/03/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F7,3,forest,2,05/03/2022,post-winter,Bay Woodpecker,Blythipicus pyrrhotis,Picidae,Piciformes,call,1
F7,3,forest,2,05/03/2022,post-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
F7,3,forest,2,05/03/2022,post-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F7,3,forest,2,05/03/2022,post-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,call,1
F7,2,forest,1,17/12/2021,pre-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,call,1
F7,3,forest,2,05/03/2022,post-winter,Orange-bellied Leafbird,Chloropsis hardwickii,Chloropseidae,Passeriformes,call,1
F7,3,forest,2,05/03/2022,post-winter,Red-tailed Minla,Minla ignotincta,Leiotrichidae,Passeriformes,sight,5
F7,3,forest,2,05/03/2022,post-winter,White-bellied Erpornis,Erpornis zantholeuca,Vireonidae,Passeriformes,call,1
F7,3,forest,2,05/03/2022,post-winter,White-naped Yuhina,Yuhina bakeri,Zosteropidae,Passeriformes,sight,5
F7,3,forest,2,05/03/2022,post-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,sight,1
J8,3,jhum,2,05/03/2022,post-winter,Dark-rumped Rosefinch,Carpodacus edwardsii,Fringillidae,Passeriformes,sight,2
F3,4,forest,2,06/03/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
F3,4,forest,2,06/03/2022,post-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
F3,4,forest,2,06/03/2022,post-winter,Common Green Magpie,Cissa chinensis,Corvidae,Passeriformes,call,1
F3,4,forest,2,06/03/2022,post-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F3,4,forest,2,06/03/2022,post-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
F3,4,forest,2,06/03/2022,post-winter,Grey-bellied Tesia,Tesia cyaniventer,Scotocercidae,Passeriformes,call,1
F3,4,forest,2,06/03/2022,post-winter,Grey-throated Babbler,Stachyris nigriceps,Timaliidae,Passeriformes,call,1
F3,4,forest,2,06/03/2022,post-winter,Pygmy Cupwing,Pnoepyga pusilla,Pnoepygidae,Passeriformes,call,1
F3,4,forest,2,06/03/2022,post-winter,Scarlet-backed Flowerpecker,Dicaeum cruentatum,Dicaeidae,Passeriformes,call,1
F8,4,forest,2,06/03/2022,post-winter,Ashy Drongo,Dicrurus leucophaeus,Dicruridae,Passeriformes,call,1
F8,4,forest,2,06/03/2022,post-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
F8,4,forest,2,06/03/2022,post-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F8,4,forest,2,06/03/2022,post-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,call,1
F8,4,forest,2,06/03/2022,post-winter,Grey Treepie,Dendrocitta formosae,Corvidae,Passeriformes,call,1
F8,4,forest,2,06/03/2022,post-winter,Mountain Bulbul,Ixos mcclellandii,Pycnonotidae,Passeriformes,call,1
B1,2,bamboo,1,21/12/2021,pre-winter,Nepal Fulvetta,Alcippe nipalensis,Leiothrichidae,Passeriformes,call,1
F8,4,forest,2,06/03/2022,post-winter,Pygmy Cupwing,Pnoepyga pusilla,Pnoepygidae,Passeriformes,call,1
B7,6,bamboo,3,27/11/2022,pre-winter,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes,call,1
F8,4,forest,2,06/03/2022,post-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,2
F5,4,forest,2,07/03/2022,post-winter,Ashy Drongo,Dicrurus leucophaeus,Dicruridae,Passeriformes,call,1
F5,4,forest,2,07/03/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,sight,1
F5,4,forest,2,07/03/2022,post-winter,Black Bulbul,Hypsipetes leucocephalus,Pycnonotidae,Passeriformes,call,1
F5,4,forest,2,07/03/2022,post-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,call,1
F5,4,forest,2,07/03/2022,post-winter,Green-tailed Sunbird,Aethopyga nipalensis,Nectariniidae,Passeriformes,call,1
F5,4,forest,2,07/03/2022,post-winter,Hair-crested Drongo,Dicrurus hottentottus,Dicruridae,Passeriformes,call,1
F5,4,forest,2,07/03/2022,post-winter,Lemon-rumped Warbler,Phylloscopus chloronotus,Phylloscopidae,Passeriformes,call,1
F5,4,forest,2,07/03/2022,post-winter,Mountain Bulbul,Ixos mcclellandii,Pycnonotidae,Passeriformes,call,1
F5,4,forest,2,07/03/2022,post-winter,Orange-bellied Leafbird,Chloropsis hardwickii,Chloropseidae,Passeriformes,sight,1
F5,4,forest,2,07/03/2022,post-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
F5,4,forest,2,07/03/2022,post-winter,Small Niltava,Niltava macgrigoriae,Muscicapidae,Passeriformes,call,1
F5,4,forest,2,07/03/2022,post-winter,Striated Laughingthrush,Grammatoptila striata,Leiotrichidae,Passeriformes,sight,1
F5,4,forest,2,07/03/2022,post-winter,White-bellied Erpornis,Erpornis zantholeuca,Vireonidae,Passeriformes,call,1
F5,4,forest,2,07/03/2022,post-winter,White-naped Yuhina,Yuhina bakeri,Zosteropidae,Passeriformes,sight,5
F5,4,forest,2,07/03/2022,post-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,sight,2
F6,4,forest,2,07/03/2022,post-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
F6,4,forest,2,07/03/2022,post-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
F6,4,forest,2,07/03/2022,post-winter,White-naped Yuhina,Yuhina bakeri,Zosteropidae,Passeriformes,sight,1
B4,4,bamboo,2,08/03/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,call,1
B4,4,bamboo,2,08/03/2022,post-winter,Chestnut-headed Tesia,Cettia castaneocoronata,Scotocercidae,Passeriformes,call,1
B4,4,bamboo,2,08/03/2022,post-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,sight,3
F2,4,forest,2,08/03/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,sight,1
F2,4,forest,2,08/03/2022,post-winter,Blyth's Leaf Warbler,Phylloscopus reguloides,Phylloscopidae,Passeriformes,call,1
F2,4,forest,2,08/03/2022,post-winter,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes,sight,1
F2,4,forest,2,08/03/2022,post-winter,Lemon-rumped Warbler,Phylloscopus chloronotus,Phylloscopidae,Passeriformes,call,1
F2,4,forest,2,08/03/2022,post-winter,Pygmy Cupwing,Pnoepyga pusilla,Pnoepygidae,Passeriformes,call,1
F2,4,forest,2,08/03/2022,post-winter,Rufous-winged Fulvetta,Schoeniparus castaneceps,Pellorneidae,Passeriformes,call,1
F2,4,forest,2,08/03/2022,post-winter,White-naped Yuhina,Yuhina bakeri,Zosteropidae,Passeriformes,sight,5
F2,4,forest,2,08/03/2022,post-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
F1,4,forest,2,09/03/2022,post-winter,Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Passeriformes,sight,1
F1,4,forest,2,09/03/2022,post-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
F1,4,forest,2,09/03/2022,post-winter,Hill Partridge,Arborophila torqueola,Phasianidae,Galliformes,call,1
F1,4,forest,2,09/03/2022,post-winter,Rufous-winged Fulvetta,Schoeniparus castaneceps,Pellorneidae,Passeriformes,call,1
F1,4,forest,2,09/03/2022,post-winter,Scarlet-backed Flowerpecker,Dicaeum cruentatum,Dicaeidae,Passeriformes,call,1
F1,4,forest,2,09/03/2022,post-winter,Streak-breasted Scimitar Babbler,Pomatorhinus ruficollis,Timaliidae,Passeriformes,call,1
F1,4,forest,2,09/03/2022,post-winter,Striated Laughingthrush,Grammatoptila striata,Leiotrichidae,Passeriformes,sight,2
F1,4,forest,2,09/03/2022,post-winter,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes,call,1
A1,4,abandoned,2,10/03/2022,post-winter,Brownish-flanked Bush Warbler,Horornis fortipes,Scotocercidae,Passeriformes,call,1
A1,4,abandoned,2,10/03/2022,post-winter,Dark-breasted Rosefinch,Procarduelis nipalensis,Fringillidae,Passeriformes,sight,3
A1,4,abandoned,2,10/03/2022,post-winter,Hume's Bush Warbler,Horornis brunnescens,Scotocercidae,Passeriformes,call,1
A5,3,abandoned,2,10/03/2022,post-winter,Grey Bushchat,Saxicola ferreus,Muscicapidae,Passeriformes,call,2
J4,3,jhum,2,10/03/2022,post-winter,Blue-fronted Redstart,Phoenicurus frontalis,Muscicapidae,Passeriformes,sight,2
J4,3,jhum,2,10/03/2022,post-winter,Grey Bushchat,Saxicola ferreus,Muscicapidae,Passeriformes,sight,1
J4,3,jhum,2,10/03/2022,post-winter,Little Bunting,Emberiza pusilla,Emberizidae,Passeriformes,sight,2
J4,3,jhum,2,10/03/2022,post-winter,White-collared Blackbird,Turdus albocinctus,Turdidae,Passeriformes,sight,1
J5,3,jhum,2,10/03/2022,post-winter,Blue-fronted Redstart,Phoenicurus frontalis,Muscicapidae,Passeriformes,sight,1
J5,3,jhum,2,10/03/2022,post-winter,Eurasian Tree Sparrow,Passer montanus,Passeridae,Passeriformes,sight,2
B1,4,bamboo,2,11/03/2022,post-winter,Grey-bellied Tesia,Tesia cyaniventer,Scotocercidae,Passeriformes,call,1
B7,4,bamboo,2,11/03/2022,post-winter,Ashy Drongo,Dicrurus leucophaeus,Dicruridae,Passeriformes,call,1
B7,4,bamboo,2,11/03/2022,post-winter,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes,call,1
B7,4,bamboo,2,11/03/2022,post-winter,Mountain Tailorbird,Phyllergates cucullatus,Scotocercidae,Passeriformes,call,1
B7,4,bamboo,2,11/03/2022,post-winter,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes,call,1
B7,4,bamboo,2,11/03/2022,post-winter,Rufous-necked Laughingthrush,Pterorhinus ruficollis,Leiotrichidae,Passeriformes,call,1
B7,4,bamboo,2,11/03/2022,post-winter,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes,call,1
B7,4,bamboo,2,11/03/2022,post-winter,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes,call,1
